x,y
0.49269407455794756,0.5598264501160112
-0.3093249491419291,-0.8695422551619989
0.4329469651469866,0.2787655759494799
0.47554996608024114,0.48285467253263786
1.6888185350141924,-0.3425786238037818
1.4126724140656393,-0.148665914049687
2.1616382277289796,0.26546969517807517
0.9166447754858478,0.01724363530481117
-0.1412172621850949,-0.4234992995593524
1.6397343616689852,-0.670619632212957
1.7823551458506923,-0.24426748586175007
1.1838315927084886,-0.12540812341379057
1.8129015398636827,-0.27470626518503305
0.9813867890931722,-0.028310664345278493
1.068198488145982,-0.35095544308358456
0.782623055075649,0.12297622494014479
-0.42374261976771443,-1.530787862143743
-0.17632571902008665,-0.6118612699170445
-0.40571244293979725,-1.4042711047061052
1.409231233791341,-0.25988702474997694
0.44306794322898,0.7614237742561752
1.0257120734941083,0.009220487599766174
2.222699421778279,0.6567388041342482
0.24787668744662483,0.31176588586701104
0.7311487691068892,-0.13433584378009755
1.766653415629146,-0.3213499266816671
0.1863944964748674,0.2870821968912376
-0.269060270513621,-0.28213060167235643
0.3692543587413041,0.3413375620373041
-0.01633613823798674,0.02683222413754259
2.2890929570277194,0.8461286416077758
1.9243611386932509,-0.36828236599570674
