x_1,x_2,y
1.921445369720459,7.9327168464660645,1.0
0.3251349925994873,6.121822357177734,0.0
1.324446678161621,6.728263854980469,1.0
-0.34537816047668457,-4.983840465545654,0.0
2.6769397258758545,19.597915649414062,1.0
-0.7041029930114746,-11.06256103515625,0.0
0.3956031799316406,11.136519432067871,1.0
0.6999588012695312,13.017151832580566,1.0
1.362196683883667,10.216954231262207,1.0
2.0611562728881836,2.031296730041504,0.0
0.38811683654785156,10.671530723571777,1.0
-0.3945484161376953,5.306220531463623,1.0
-0.15101051330566406,-0.8829275965690613,0.0
-0.836212158203125,-14.738253593444824,0.0
2.1189818382263184,1.8171987533569336,0.0
0.4820585250854492,15.000497817993164,1.0
0.8259110450744629,10.275151252746582,1.0
-0.19286799430847168,-2.5411651134490967,0.0
0.25194430351257324,10.194870948791504,1.0
2.567227840423584,8.233407974243164,0.0
0.6313517093658447,13.491129875183105,1.0
2.8275699615478516,15.049280166625977,0.0
-0.4590182304382324,2.7204222679138184,1.0
1.8284270763397217,8.060307502746582,1.0
0.5077989101409912,3.5519866943359375,0.0
-0.09809231758117676,-3.3963685035705566,0.0
1.7350809574127197,7.991499900817871,1.0
-0.9351892471313477,-9.91581916809082,1.0
1.4035813808441162,-0.9267789125442505,0.0
-0.3325502872467041,-8.628997802734375,0.0
0.8614084720611572,12.168939590454102,1.0
-0.7598426342010498,-4.619677543640137,1.0
1.3777499198913574,11.063056945800781,1.0
-0.7625095844268799,-17.209997177124023,0.0
-0.8359429836273193,-4.246281623840332,1.0
0.033751487731933594,9.391647338867188,1.0
1.3743185997009277,-2.0608062744140625,0.0
-0.9896085262298584,-13.094892501831055,1.0
-0.265578031539917,6.256312370300293,1.0
1.9182510375976562,-2.1831729412078857,0.0
-0.27347612380981445,7.569614410400391,1.0
0.03177452087402344,-1.6796643733978271,0.0
-0.7135443687438965,-15.745445251464844,0.0
-0.2945113182067871,7.186636447906494,1.0
-0.5787403583526611,-8.916519165039062,0.0
0.3342883586883545,0.6180657744407654,0.0
0.7722358703613281,0.8473373055458069,0.0
-0.6044478416442871,-8.086748123168945,0.0
1.6231071949005127,-3.9493374824523926,0.0
2.042503833770752,-0.7424906492233276,0.0
1.9643762111663818,5.899543762207031,1.0
1.0274882316589355,0.34393203258514404,0.0
-0.2058115005493164,-1.430166244506836,0.0
0.22318196296691895,11.11508560180664,1.0
0.01557302474975586,0.8173642754554749,0.0
1.4177393913269043,-2.759841203689575,0.0
1.2859559059143066,-1.968985676765442,0.0
0.6355528831481934,13.628252029418945,1.0
0.07437586784362793,13.490478515625,1.0
-0.16680359840393066,1.2017724514007568,0.0
0.603071928024292,1.2607102394104004,0.0
0.3251349925994873,16.121822357177734,1.0
2.931675434112549,20.52349281311035,0.0
0.736013650894165,13.571523666381836,1.0
1.4197185039520264,4.0734758377075195,1.0
-0.03285074234008789,-0.15334466099739075,0.0
0.018064022064208984,-1.5582313537597656,0.0
0.033751487731933594,-0.6083528995513916,0.0
1.4151089191436768,8.852734565734863,1.0
2.326741933822632,12.09211540222168,1.0
-0.487682580947876,-6.4341559410095215,0.0
2.192138910293579,3.28403639793396,0.0
2.2346863746643066,14.186820983886719,1.0
-0.12392735481262207,-1.657322645187378,0.0
0.4576411247253418,9.02508544921875,1.0
-0.9737553596496582,-24.05784797668457,0.0
1.7161517143249512,-3.8064987659454346,0.0
1.6325223445892334,9.42996883392334,1.0
0.8805835247039795,13.21192741394043,1.0
0.25194430351257324,0.194871187210083,0.0
2.38407039642334,3.5449981689453125,0.0
-0.265578031539917,-3.743687629699707,0.0
2.9992177486419678,25.49319076538086,0.0
2.492896795272827,18.739803314208984,1.0
2.454253911972046,3.7619829177856445,0.0
0.8614084720611572,2.1689393520355225,0.0
1.747854471206665,1.5585179328918457,0.0
-0.1386890411376953,-2.5408248901367188,0.0
-0.7915337085723877,-3.2838706970214844,1.0
-0.392409086227417,-11.43200397491455,0.0
1.8187239170074463,-1.081721305847168,0.0
-0.6699690818786621,-10.410405158996582,0.0
1.8274304866790771,6.424246788024902,1.0
1.3400774002075195,1.1451101303100586,0.0
-0.8165135383605957,-19.438264846801758,0.0
-0.18016958236694336,-3.7381749153137207,0.0
0.6862618923187256,2.1879143714904785,0.0
0.6546533107757568,0.38751089572906494,0.0
0.736013650894165,3.5715231895446777,0.0
1.9233946800231934,3.6400387287139893,0.0
-0.5270946025848389,-9.59410285949707,0.0
2.5152692794799805,9.826791763305664,0.0
0.2877507209777832,14.487554550170898,1.0
2.6766624450683594,13.989662170410156,0.0
1.0306107997894287,8.698525428771973,1.0
1.1593194007873535,1.1486117839813232,0.0
-0.30740809440612793,5.394744873046875,1.0
0.125654935836792,-0.0013456344604492188,0.0
-0.6037700176239014,-11.000846862792969,0.0
0.25579357147216797,10.550278663635254,1.0
2.484858274459839,15.414162635803223,1.0
2.8236682415008545,14.333271980285645,0.0
1.616703987121582,8.12285327911377,1.0
-0.8805148601531982,-10.218791961669922,1.0
0.3650822639465332,14.348276138305664,1.0
0.08375144004821777,1.1470662355422974,0.0
1.7350809574127197,-2.008500099182129,0.0
1.9598057270050049,-1.8362115621566772,0.0
2.6046040058135986,9.580663681030273,0.0
1.005542516708374,-2.1897926330566406,0.0
-0.2025449275970459,-3.0043249130249023,0.0
1.2424778938293457,7.504904747009277,1.0
2.166505813598633,6.901591777801514,1.0
2.6842589378356934,11.562383651733398,0.0
-0.5927994251251221,0.4512338638305664,1.0
0.5156702995300293,12.778406143188477,1.0
2.656738519668579,21.634796142578125,1.0
1.3117015361785889,7.628737449645996,1.0
0.23608160018920898,-0.3725917339324951,0.0
2.04388427734375,10.15703296661377,1.0
2.025291681289673,3.3872532844543457,0.0
2.5152692794799805,19.826791763305664,1.0
0.02561807632446289,13.108596801757812,1.0
0.8259110450744629,0.27515169978141785,0.0
0.7471649646759033,2.2792556285858154,0.0
-0.3650803565979004,-5.921754360198975,0.0
0.2272789478302002,2.005918502807617,0.0
-0.7915337085723877,-13.283870697021484,0.0
0.25579357147216797,0.5502785444259644,0.0
0.5990664958953857,10.903166770935059,1.0
1.742138385772705,9.713139533996582,1.0
0.31540513038635254,11.91904067993164,1.0
2.7630858421325684,25.913055419921875,1.0
-0.4503467082977295,7.137731552124023,1.0
2.565216541290283,21.410123825073242,1.0
0.590599536895752,15.113903045654297,1.0
0.07657623291015625,-0.2883452773094177,0.0
1.616703987121582,-1.877146601676941,0.0
1.4808225631713867,7.559479713439941,1.0
-0.366727352142334,2.790616035461426,1.0
-0.5927994251251221,-9.548766136169434,0.0
2.8782293796539307,27.348392486572266,1.0
-0.30683135986328125,5.521162033081055,1.0
0.6935420036315918,-0.21012091636657715,0.0
0.5460326671600342,9.97230339050293,1.0
2.8914127349853516,20.989709854125977,0.0
-0.3497316837310791,-3.3557748794555664,0.0
0.21755576133728027,11.022220611572266,1.0
-0.5341041088104248,-8.82496452331543,0.0
2.806218147277832,28.787403106689453,1.0
-0.9737553596496582,-14.05784797668457,1.0
-0.45177197456359863,4.013172626495361,1.0
2.11374831199646,-3.2451889514923096,0.0
-0.8031101226806641,-13.699234962463379,0.0
0.6466917991638184,3.9293417930603027,0.0
0.31137514114379883,8.86943531036377,1.0
0.5460326671600342,-0.02769649028778076,0.0
-0.5341041088104248,1.1750354766845703,1.0
0.9005248546600342,-0.30519548058509827,0.0
-0.3021228313446045,-3.9212028980255127,0.0
-0.4105842113494873,-6.342001914978027,0.0
-0.42102718353271484,-5.760044097900391,0.0
1.3862850666046143,7.10788631439209,1.0
2.615926742553711,18.836088180541992,1.0
-0.9006080627441406,-18.493120193481445,0.0
0.5395388603210449,0.8863058686256409,0.0
1.3117015361785889,-2.371262311935425,0.0
-0.8653686046600342,-17.46465492248535,0.0
-0.009299516677856445,0.9208881855010986,0.0
-0.65055251121521,-3.958693504333496,1.0
-0.34305596351623535,-4.632057189941406,0.0
0.35059094429016113,8.770500183105469,1.0
0.30606818199157715,11.445886611938477,1.0
1.362196683883667,0.21695458889007568,0.0
1.746849536895752,9.664509773254395,1.0
1.4197185039520264,-5.9265241622924805,0.0
-0.6243579387664795,-2.265705108642578,1.0
-0.641326904296875,-11.434612274169922,0.0
0.8439536094665527,13.520726203918457,1.0
-0.4681074619293213,1.9331550598144531,1.0
-0.1386890411376953,7.459175109863281,1.0
0.8250725269317627,7.636059284210205,1.0
1.2163212299346924,12.51645565032959,1.0
1.7791099548339844,-2.6468944549560547,0.0
0.7179362773895264,0.09675318002700806,0.0
-0.20272493362426758,8.410274505615234,1.0
-0.6371982097625732,-12.266256332397461,0.0
